,gene_symbols
ENSG00000110777,POU2AF1
ENSG00000182782,HCAR2
ENSG00000120337,TNFSF18
ENSG00000078579,FGF20
ENSG00000172818,OVOL1
ENSG00000172137,CALB2
ENSG00000255398,HCAR3
ENSG00000198626,RYR2
ENSG00000109943,CRTAM
ENSG00000008118,CAMK1G
ENSG00000172673,THEMIS
ENSG00000196611,MMP1
ENSG00000197992,CLEC9A
ENSG00000134571,MYBPC3
ENSG00000163285,GABRG1
ENSG00000164935,DCSTAMP
ENSG00000132465,JCHAIN
ENSG00000177272,KCNA3
ENSG00000111537,IFNG
ENSG00000145864,GABRB2
ENSG00000119714,GPR68
ENSG00000163630,SYNPR
ENSG00000168081,PNOC
ENSG00000224795,NTM-AS1
ENSG00000182885,ADGRG3
ENSG00000113327,GABRG2
ENSG00000112038,OPRM1
ENSG00000164128,NPY1R
ENSG00000170442,KRT86
ENSG00000187258,NPSR1
ENSG00000095596,CYP26A1
ENSG00000187583,PLEKHN1
ENSG00000049247,UTS2
ENSG00000159339,PADI4
ENSG00000176083,ZNF683
ENSG00000127129,EDN2
ENSG00000184292,TACSTD2
ENSG00000016602,CLCA4
ENSG00000163221,S100A12
ENSG00000160856,FCRL3
ENSG00000073754,CD5L
ENSG00000158477,CD1A
ENSG00000158481,CD1C
ENSG00000158488,CD1E
ENSG00000181036,FCRL6
ENSG00000117090,SLAMF1
ENSG00000122223,CD244
ENSG00000198574,SH2D1B
ENSG00000143185,XCL2
ENSG00000143184,XCL1
ENSG00000117560,FASLG
ENSG00000122188,LAX1
ENSG00000196071,OR2L13
ENSG00000115386,REG1A
ENSG00000273445,RP11-1399P15.1
ENSG00000115607,IL18RAP
ENSG00000237412,PRSS56
ENSG00000163508,EOMES
ENSG00000144771,LRTM1
ENSG00000163687,DNASE1L3
ENSG00000163421,PROK2
ENSG00000240891,PLCXD2
ENSG00000163751,CPA3
ENSG00000198829,SUCNR1
ENSG00000163993,S100P
ENSG00000109684,CLNK
ENSG00000074966,TXK
ENSG00000035720,STAP1
ENSG00000124875,CXCL6
ENSG00000163736,PPBP
ENSG00000109471,IL2
ENSG00000251139,RP11-701P16.2
ENSG00000153347,FAM81B
ENSG00000164400,CSF2
ENSG00000170476,MZB1
ENSG00000178172,SPINK6
ENSG00000145850,TIMD4
ENSG00000213316,LTC4S
ENSG00000204475,NCR3
ENSG00000093134,VNN3
ENSG00000112486,CCR6
ENSG00000165215,CLDN3
ENSG00000004948,CALCR
ENSG00000174697,LEP
ENSG00000158525,CPA5
ENSG00000242258,LINC00996
ENSG00000196329,GIMAP5
ENSG00000226179,LINC00685
ENSG00000198223,CSF2RA
ENSG00000182162,P2RY8
ENSG00000158578,ALAS2
ENSG00000204165,CXorf65
ENSG00000198883,PNMA5
ENSG00000124334,IL9R
ENSG00000136573,BLK
ENSG00000147655,RSPO2
ENSG00000172724,CCL19
ENSG00000269900,RMRP
ENSG00000180071,ANKRD18A
ENSG00000229694,LINC00484
ENSG00000205696,ADARB2-AS1
ENSG00000165309,ARMC3
ENSG00000150054,MPP7
ENSG00000185101,ANO9
ENSG00000196565,HBG2
ENSG00000156738,MS4A1
ENSG00000213402,PTPRCAP
ENSG00000118113,MMP8
ENSG00000166670,MMP10
ENSG00000150045,KLRF1
ENSG00000172551,MUCL1
ENSG00000110944,IL23A
ENSG00000125207,PIWIL1
ENSG00000125245,GPR18
ENSG00000259001,RPPH1
ENSG00000168229,PTGDR
ENSG00000258667,HIF1A-AS2
ENSG00000269927,RP6-91H8.3
ENSG00000174450,GOLGA6L2
ENSG00000140287,HDC
ENSG00000206177,HBM
ENSG00000188536,HBA2
ENSG00000206172,HBA1
ENSG00000172236,TPSAB1
ENSG00000236481,AC002331.1
ENSG00000198848,CES1
ENSG00000181374,CCL13
ENSG00000277796,CCL3L1
ENSG00000108342,CSF3
ENSG00000186832,KRT16
ENSG00000167941,SOST
ENSG00000089012,SIRPG
ENSG00000161031,PGLYRP2
ENSG00000266964,FXYD1
ENSG00000185897,FFAR3
ENSG00000011590,ZBTB32
ENSG00000105369,CD79A
ENSG00000142405,NLRP12
ENSG00000167618,LAIR2
ENSG00000243772,KIR2DL3
ENSG00000189430,NCR1
ENSG00000159496,RGL4
ENSG00000100351,GRAP2
ENSG00000270022,RNU12
ENSG00000160185,UBASH3A
ENSG00000258512,LINC00239
ENSG00000204936,CD177
ENSG00000147138,GPR174
ENSG00000182393,IFNL1
ENSG00000189013,KIR2DL4
ENSG00000133636,NTS
ENSG00000100721,TCL1A
ENSG00000240505,TNFRSF13B
ENSG00000197253,TPSB2
ENSG00000211677,IGLC2
ENSG00000164379,FOXQ1
ENSG00000211689,TRGC1
ENSG00000227191,TRGC2
ENSG00000271856,LINC01215
ENSG00000211895,IGHA1
ENSG00000211786,TRAV8-2
ENSG00000211679,IGLC3
ENSG00000183508,TENT5C
ENSG00000189060,H1-0
ENSG00000273802,H2BC8
ENSG00000072952,IRAG1
ENSG00000250722,SELENOP
ENSG00000255874,PRECSIT
ENSG00000139971,ARMH4
ENSG00000135842,NIBAN1
ENSG00000146729,NIPSNAP2
ENSG00000162643,DNAI3
ENSG00000186260,MRTFB
ENSG00000198673,TAFA2
ENSG00000196787,H2AC11
ENSG00000132613,MTSS2
ENSG00000147174,GCNA
ENSG00000184897,H1-10
ENSG00000204161,TMEM273
ENSG00000164032,H2AZ1
ENSG00000253230,MIR124-1HG
ENSG00000196421,C20orf204
ENSG00000197872,CYRIA
ENSG00000233822,H2BC15
ENSG00000224397,PELATON
ENSG00000235453,SMIM27
ENSG00000083223,TUT7
ENSG00000263961,RHEX
ENSG00000148120,AOPEP
ENSG00000161835,TAMALIN
ENSG00000129195,PIMREG
ENSG00000147231,RADX
ENSG00000174718,RESF1
ENSG00000161010,MRNIP
ENSG00000158373,H2BC5
ENSG00000176907,TCIM
ENSG00000130813,SHFL
ENSG00000164125,GASK1B
ENSG00000158023,CFAP251
ENSG00000136830,NIBAN2
ENSG00000278705,H4C2
ENSG00000064205,CCN5
ENSG00000166986,MARS1
ENSG00000220161,LINC02076
ENSG00000197903,H2BC12
ENSG00000154997,SEPTIN14
ENSG00000147113,DIPK2B
ENSG00000124635,H2BC11
ENSG00000197238,H4C11
ENSG00000183688,RFLNB
ENSG00000257093,DENND11
ENSG00000166444,DENND2B
ENSG00000273344,PAXIP1-DT
ENSG00000277075,H2AC8
ENSG00000184786,DYNLT2
ENSG00000164659,ELAPOR2
ENSG00000185418,TARS3
ENSG00000214756,CSKMT
ENSG00000197603,CPLANE1
ENSG00000222041,CYTOR
ENSG00000187773,DIPK1C
ENSG00000196890,H2BU1
ENSG00000227502,MROCKI
ENSG00000111913,RIPOR2
ENSG00000130349,MTRES1
ENSG00000198832,SELENOM
ENSG00000148655,LRMDA
ENSG00000188486,H2AX
ENSG00000180096,SEPTIN1
ENSG00000198718,TOGARAM1
ENSG00000275713,H2BC9
ENSG00000118523,CCN2
ENSG00000142197,DOP1B
ENSG00000187837,H1-2
ENSG00000134444,RELCH
ENSG00000260942,CAPN10-DT
ENSG00000197061,H4C3
ENSG00000169085,VXN
ENSG00000198520,ARMH1
ENSG00000257815,PRANCR
ENSG00000262919,CCNQ
ENSG00000132680,KHDC4
ENSG00000164402,SEPTIN8
ENSG00000145416,MARCHF1
ENSG00000174749,FAM241A
ENSG00000124575,H1-3
ENSG00000184678,H2BC21
ENSG00000126870,DYNC2I1
ENSG00000267100,ILF3-DT
ENSG00000162976,SLC66A3
ENSG00000165507,DEPP1
ENSG00000180573,H2AC6
ENSG00000167524,RSKR
ENSG00000169612,RAMAC
ENSG00000135048,CEMIP2
ENSG00000179523,EIF3J-DT
ENSG00000286522,H3C2
ENSG00000130518,IQCN
ENSG00000156030,MIDEAS
ENSG00000112297,CRYBG1
ENSG00000125354,SEPTIN6
ENSG00000133321,PLAAT4
ENSG00000168672,LRATD2
ENSG00000276966,H4C5
ENSG00000125462,MIR9-1HG
ENSG00000181666,ZNF875
ENSG00000176485,PLAAT3
ENSG00000203814,H2BC18
ENSG00000121274,TENT4B
ENSG00000170091,NSG2
ENSG00000276180,H4C9
ENSG00000107738,VSIR
ENSG00000139266,MARCHF9
ENSG00000275714,H3C1
ENSG00000140105,WARS1
ENSG00000182600,SNORC
ENSG00000142871,CCN1
ENSG00000189350,TOGARAM2
ENSG00000082074,FYB1
ENSG00000261366,MANEA-DT
ENSG00000154153,RETREG1
ENSG00000123427,EEF1AKMT3
ENSG00000276410,H2BC3
ENSG00000184357,H1-5
ENSG00000185614,INKA1
ENSG00000278828,H3C10
ENSG00000198408,OGA
ENSG00000272196,H2AC19
ENSG00000183722,LHFPL6
ENSG00000108387,SEPTIN4
ENSG00000241127,YAE1
ENSG00000137767,SQOR
ENSG00000112773,TENT5A
ENSG00000180596,H2BC4
ENSG00000158122,PRXL2C
ENSG00000277224,H2BC7
ENSG00000164944,VIRMA
ENSG00000145569,OTULINL
ENSG00000105849,POLR1F
ENSG00000158406,H4C8
ENSG00000177469,CAVIN1
ENSG00000166803,PCLAF
ENSG00000271614,ATP2B1-AS1
ENSG00000181218,H2AW
ENSG00000155324,GRAMD2B
ENSG00000219438,TAFA5
ENSG00000256061,DNAAF4
ENSG00000162981,LRATD1
ENSG00000168298,H1-4
ENSG00000185100,ADSS1
ENSG00000093072,ADA2
ENSG00000188820,CALHM6
ENSG00000184584,STING1
ENSG00000168497,CAVIN2
ENSG00000120280,TASL
ENSG00000183888,SRARP
ENSG00000118308,IRAG2
ENSG00000119147,ECRG4
ENSG00000170955,CAVIN3
ENSG00000164116,GUCY1A1
ENSG00000127252,PLAAT1
ENSG00000168333,PPDPFL
ENSG00000276903,H2AC16
ENSG00000278637,H4C1
ENSG00000162913,OBSCN-AS1
ENSG00000277157,H4C4
ENSG00000183644,HOATZ
ENSG00000175779,LINC02694
ENSG00000168631,MUCL3
