ensmbl
TRIM63,ENSG00000158022
RGMB,ENSG00000174136
CXCR5,ENSG00000160683
HIPK2,ENSG00000064393
DOCK3,ENSG00000088538
CASC15,ENSG00000272168
SPIB,ENSG00000269404
GCH1,ENSG00000131979
RFTN2,ENSG00000162944
CEP128,ENSG00000100629
FGL1,ENSG00000104760
SLC25A27,ENSG00000153291
GINS2,ENSG00000131153
HGSNAT,ENSG00000165102
TNR,ENSG00000116147
TNK2,ENSG00000061938
SCG3,ENSG00000104112
PCOLCE,ENSG00000106333
CDC42SE2,ENSG00000158985
DMRTA2,ENSG00000142700
HERPUD1,ENSG00000051108
CAMK2B,ENSG00000058404
CD44,ENSG00000026508
TTYH1,ENSG00000167614
TCEANC2,ENSG00000116205
GPC3,ENSG00000147257
TTF1,ENSG00000125482
CETN2,ENSG00000147400
HSPBAP1,ENSG00000169087
MYH3,ENSG00000109063
ADIPOR2,ENSG00000006831
LINC00240,ENSG00000224843
ZNF415,ENSG00000170954
MT-CO1,ENSG00000198804
JARID2,ENSG00000008083
LSMEM1,ENSG00000181016
SLC16A10,ENSG00000112394
KIF2C,ENSG00000142945
FLNC,ENSG00000128591
RBAK,ENSG00000146587
FAM71A,ENSG00000162771
ITSN2,ENSG00000198399
EGFR,ENSG00000146648
PAIP2B,ENSG00000124374
ZBTB1,ENSG00000126804
PRTFDC1,ENSG00000099256
ZNF169,ENSG00000175787
PFKFB2,ENSG00000123836
MAP2K6,ENSG00000108984
RASA2,ENSG00000155903
BACE1,ENSG00000186318
TMCC3,ENSG00000057704
APBB1,ENSG00000166313
IFITM3,ENSG00000142089
EIF4A3,ENSG00000141543
PLEKHB1,ENSG00000021300
NFKBIE,ENSG00000146232
ZMYND10,ENSG00000004838
MYOT,ENSG00000120729
CLDN11,ENSG00000013297
MT1E,ENSG00000169715
ZBTB20-AS2,ENSG00000241295
ZNF440,ENSG00000171295
SHD,ENSG00000105251
MYO15A,ENSG00000091536
TDP1,ENSG00000042088
MDM4,ENSG00000198625
DOK3,ENSG00000146094
MEGF11,ENSG00000157890
LMO1,ENSG00000166407
ATAD5,ENSG00000176208
PSAT1,ENSG00000135069
SLC43A2,ENSG00000167703
FBXO11,ENSG00000138081
PCSK1N,ENSG00000102109
NR1D1,ENSG00000126368
SORT1,ENSG00000134243
SLC2A3,ENSG00000059804
NFKB2,ENSG00000077150
LAIR1,ENSG00000167613
KYNU,ENSG00000115919
TBC1D2B,ENSG00000167202
ZNF490,ENSG00000188033
ADAP2,ENSG00000184060
PAPOLG,ENSG00000115421
PPP1R17,ENSG00000106341
TMEM161B,ENSG00000164180
DUSP23,ENSG00000158716
ID1,ENSG00000125968
BMPR1B,ENSG00000138696
C1orf198,ENSG00000119280
PRKCH,ENSG00000027075
SPINK8,ENSG00000229453
WIPI1,ENSG00000070540
KCNMB1,ENSG00000145936
GBX2,ENSG00000168505
LEMD1,ENSG00000186007
KCNJ10,ENSG00000177807
NUP214,ENSG00000126883
COBLL1,ENSG00000082438
TUBB2A,ENSG00000137267
APOL4,ENSG00000100336
CPLX2,ENSG00000145920
PWWP2A,ENSG00000170234
CTSC,ENSG00000109861
USP51,ENSG00000247746
MRPL1,ENSG00000169288
FAM181A,ENSG00000140067
PTN,ENSG00000105894
ERMP1,ENSG00000099219
SLC4A1,ENSG00000004939
MILR1,ENSG00000271605
GPRIN3,ENSG00000185477
NFATC1,ENSG00000131196
RUNDC3B,ENSG00000105784
CCDC144A,ENSG00000170160
MFAP3L,ENSG00000198948
ZNF395,ENSG00000186918
SPHK1,ENSG00000176170
TMIGD2,ENSG00000167664
CCDC181,ENSG00000117477
PDGFB,ENSG00000100311
ZNF160,ENSG00000170949
CNP,ENSG00000173786
ZNF17,ENSG00000186272
SERTAD3,ENSG00000167565
ZFP36L2,ENSG00000152518
DERL3,ENSG00000099958
SFMBT2,ENSG00000198879
CRYGS,ENSG00000213139
SNRNP48,ENSG00000168566
FRZB,ENSG00000162998
CHD3,ENSG00000170004
DYNC2H1,ENSG00000187240
MTX3,ENSG00000177034
RNF144A,ENSG00000151692
SLC45A4,ENSG00000022567
USP36,ENSG00000055483
RP3-428L16.2,ENSG00000272841
TAS2R4,ENSG00000127364
TLR6,ENSG00000174130
SLITRK5,ENSG00000165300
LNX1,ENSG00000072201
GFAP,ENSG00000131095
ZBTB37,ENSG00000185278
JAK2,ENSG00000096968
FGFBP2,ENSG00000137441
LINC00461,ENSG00000245526
ABCA8,ENSG00000141338
MYRF,ENSG00000124920
CSRNP1,ENSG00000144655
ARL5B,ENSG00000165997
PRCD,ENSG00000214140
PSRC1,ENSG00000134222
FLCN,ENSG00000154803
RAB11FIP3,ENSG00000090565
ISG15,ENSG00000187608
THSD7A,ENSG00000005108
TMEM161B-AS1,ENSG00000247828
OSBPL1A,ENSG00000141447
LITAF,ENSG00000189067
MT-ND4,ENSG00000198886
HS3ST1,ENSG00000002587
PREPL,ENSG00000138078
KBTBD6,ENSG00000165572
ANGPTL2,ENSG00000136859
HAUS3,ENSG00000214367
VAMP5,ENSG00000168899
SEMA5A,ENSG00000112902
TSPAN31,ENSG00000135452
ETV7,ENSG00000010030
LINC-PINT,ENSG00000231721
SRGN,ENSG00000122862
KCNMA1,ENSG00000156113
PLAT,ENSG00000104368
SFXN5,ENSG00000144040
MTRNR2L8,ENSG00000255823
TNFRSF21,ENSG00000146072
LTB4R,ENSG00000213903
MFAP4,ENSG00000166482
SMG1,ENSG00000157106
TFDP2,ENSG00000114126
OSBPL11,ENSG00000144909
ADCY7,ENSG00000121281
ENHO,ENSG00000168913
MIS18BP1,ENSG00000129534
ZNF143,ENSG00000166478
PSD3,ENSG00000156011
CHI3L1,ENSG00000133048
LPAR6,ENSG00000139679
CREG2,ENSG00000175874
CDCA8,ENSG00000134690
ZFHX4,ENSG00000091656
CSGALNACT2,ENSG00000169826
BHLHE41,ENSG00000123095
NHLH1,ENSG00000171786
RFC1,ENSG00000035928
HOXA10,ENSG00000253293
MDFI,ENSG00000112559
ALDH1L1,ENSG00000144908
TMEM100,ENSG00000166292
ZFP36L1,ENSG00000185650
THAP2,ENSG00000173451
ABI3BP,ENSG00000154175
NOTCH4,ENSG00000204301
AC010287.1,ENSG00000279816
DLX6-AS1,ENSG00000231764
SLC51A,ENSG00000163959
NUDT4,ENSG00000173598
CPED1,ENSG00000106034
RUNX1T1,ENSG00000079102
LGALS3,ENSG00000131981
SP100,ENSG00000067066
SP140L,ENSG00000185404
IL27RA,ENSG00000104998
KDM6B,ENSG00000132510
TCOF1,ENSG00000070814
PHACTR3,ENSG00000087495
GFOD1,ENSG00000145990
IFITM10,ENSG00000244242
ZNF431,ENSG00000196705
FGD3,ENSG00000127084
FSD1L,ENSG00000106701
ZMYND8,ENSG00000101040
IRF1,ENSG00000125347
GAS1,ENSG00000180447
GPR17,ENSG00000144230
TUBB4B,ENSG00000188229
LRRC7,ENSG00000033122
FZD1,ENSG00000157240
SYT11,ENSG00000132718
MPHOSPH9,ENSG00000051825
TTC5,ENSG00000136319
PFKFB3,ENSG00000170525
PPM1K,ENSG00000163644
MRPS9,ENSG00000135972
CWF19L2,ENSG00000152404
FZD4,ENSG00000174804
MAN2A2,ENSG00000196547
NFIB,ENSG00000147862
MOG,ENSG00000137345
TRIM36,ENSG00000152503
PDE4B,ENSG00000184588
SYNGR2,ENSG00000108639
SERPINH1,ENSG00000149257
SALL2,ENSG00000165821
KCND2,ENSG00000184408
NAV3,ENSG00000067798
PSTPIP2,ENSG00000152229
CD160,ENSG00000117281
POU2F2,ENSG00000028277
LYST,ENSG00000143669
OLIG2,ENSG00000205927
DLGAP1-AS1,ENSG00000177337
TCF12,ENSG00000140262
IQCK,ENSG00000174628
INA,ENSG00000148798
STK32A,ENSG00000169302
EDC3,ENSG00000179151
POU4F1,ENSG00000152192
IKZF1,ENSG00000185811
ESM1,ENSG00000164283
SP140,ENSG00000079263
TGFBR2,ENSG00000163513
TMIGD3,ENSG00000121933
ITGB2,ENSG00000160255
PLBD1,ENSG00000121316
CLIC3,ENSG00000169583
S100A9,ENSG00000163220
CTB-61M7.2,ENSG00000268734
LPCAT2,ENSG00000087253
SIGLEC9,ENSG00000129450
RARRES1,ENSG00000118849
SLFN11,ENSG00000172716
HLA-DQB1,ENSG00000179344
IBSP,ENSG00000029559
SPINK1,ENSG00000164266
C11orf71,ENSG00000180425
F13A1,ENSG00000124491
C5orf46,ENSG00000178776
CD300LB,ENSG00000178789
CTLA4,ENSG00000163599
CATSPER1,ENSG00000175294
F5,ENSG00000198734
SAA2,ENSG00000134339
SGK2,ENSG00000101049
C1QC,ENSG00000159189
AGAP2-AS1,ENSG00000255737
DCN,ENSG00000011465
CLEC4D,ENSG00000166527
ACTA2,ENSG00000107796
ORM1,ENSG00000229314
ITGB2-AS1,ENSG00000227039
SH3GL3,ENSG00000140600
HP,ENSG00000257017
FPR1,ENSG00000171051
CNTN2,ENSG00000184144
P2RX1,ENSG00000108405
TESPA1,ENSG00000135426
ALOX5,ENSG00000012779
C16orf54,ENSG00000185905
AC092484.1,ENSG00000225107
LILRA2,ENSG00000239998
LILRB4,ENSG00000186818
PTGER4,ENSG00000171522
IL16,ENSG00000172349
FPR2,ENSG00000171049
RAC2,ENSG00000128340
P2RY13,ENSG00000181631
BANK1,ENSG00000153064
SLC22A15,ENSG00000163393
RAMP3,ENSG00000122679
TDO2,ENSG00000151790
IRAK2,ENSG00000134070
KCNE3,ENSG00000175538
NOS2,ENSG00000007171
BATF,ENSG00000156127
CTSW,ENSG00000172543
SLA,ENSG00000155926
HPGDS,ENSG00000163106
CCL20,ENSG00000115009
STX11,ENSG00000135604
ALOX15B,ENSG00000179593
ACSL5,ENSG00000197142
TSPAN2,ENSG00000134198
SIGLEC14,ENSG00000254415
C5orf49,ENSG00000215217
GZMB,ENSG00000100453
SDC2,ENSG00000169439
MYBPH,ENSG00000133055
AC006129.2,ENSG00000268027
MMP7,ENSG00000137673
C11orf21,ENSG00000110665
IL1B,ENSG00000125538
CD52,ENSG00000169442
RBP1,ENSG00000114115
GZMA,ENSG00000145649
CCL7,ENSG00000108688
CCL17,ENSG00000102970
RETN,ENSG00000104918
ODF3B,ENSG00000177989
RGS18,ENSG00000150681
CDA,ENSG00000158825
POSTN,ENSG00000133110
SNCA,ENSG00000145335
OSM,ENSG00000099985
STAMBPL1,ENSG00000138134
SLAMF6,ENSG00000162739
APOBEC3H,ENSG00000100298
CD69,ENSG00000110848
LCK,ENSG00000182866
TCIRG1,ENSG00000110719
IL10,ENSG00000136634
FBP1,ENSG00000165140
DPEP2,ENSG00000167261
VSIG4,ENSG00000155659
PLA2G7,ENSG00000146070
BIRC3,ENSG00000023445
MS4A7,ENSG00000166927
UTY,ENSG00000183878
SLPI,ENSG00000124107
FABP4,ENSG00000170323
NEGR1,ENSG00000172260
CD247,ENSG00000198821
NCF1,ENSG00000158517
ITGAM,ENSG00000169896
SOX10,ENSG00000100146
TLR10,ENSG00000174123
TNFSF14,ENSG00000125735
AQP9,ENSG00000103569
MAL,ENSG00000172005
P2RY10,ENSG00000078589
CD3G,ENSG00000160654
CD300E,ENSG00000186407
ARX,ENSG00000004848
WBP2NL,ENSG00000183066
CD2,ENSG00000116824
CTSZ,ENSG00000101160
TRAF3IP3,ENSG00000009790
CXCL1,ENSG00000163739
IDO1,ENSG00000131203
BIN2,ENSG00000110934
GLT1D1,ENSG00000151948
PIK3CG,ENSG00000105851
LURAP1L,ENSG00000153714
SYT1,ENSG00000067715
COL1A2,ENSG00000164692
OLR1,ENSG00000173391
TRBC1,ENSG00000211751
ASGR2,ENSG00000161944
SEMA3C,ENSG00000075223
CCL22,ENSG00000102962
HLA-DRB5,ENSG00000198502
MCOLN2,ENSG00000153898
KLRB1,ENSG00000111796
CD70,ENSG00000125726
GJA4,ENSG00000187513
PMAIP1,ENSG00000141682
CXCL8,ENSG00000169429
TLR2,ENSG00000137462
CR1,ENSG00000203710
PTGER2,ENSG00000125384
KRT17,ENSG00000128422
PDE1C,ENSG00000154678
COL6A2,ENSG00000142173
STAT4,ENSG00000138378
CD55,ENSG00000196352
LSP1,ENSG00000130592
PIEZO2,ENSG00000154864
RNASE6,ENSG00000169413
HPGD,ENSG00000164120
ADORA3,ENSG00000282608
LPAR5,ENSG00000184574
ADGRB1,ENSG00000181790
LILRB1,ENSG00000104972
PLAGL1,ENSG00000118495
CCR7,ENSG00000126353
KCNQ3,ENSG00000184156
ADGRD1,ENSG00000111452
CXCL11,ENSG00000169248
CLEC1A,ENSG00000150048
FCMR,ENSG00000162894
MPEG1,ENSG00000197629
BRINP3,ENSG00000162670
CCRL2,ENSG00000121797
HLA-DOA,ENSG00000204252
CD40,ENSG00000101017
SCML4,ENSG00000146285
GZMK,ENSG00000113088
TSTD1,ENSG00000215845
FOLR2,ENSG00000165457
TPPP3,ENSG00000159713
NLRC4,ENSG00000091106
COX7A1,ENSG00000161281
LILRB5,ENSG00000105609
ATF7IP2,ENSG00000166669
GPR132,ENSG00000183484
CXCL10,ENSG00000169245
TMC8,ENSG00000167895
CD36,ENSG00000135218
MGMT,ENSG00000170430
PARP15,ENSG00000173200
ICAM2,ENSG00000108622
GYPC,ENSG00000136732
CLEC12A,ENSG00000172322
HEYL,ENSG00000163909
TPBG,ENSG00000146242
THBD,ENSG00000178726
ARHGAP30,ENSG00000186517
SASH3,ENSG00000122122
CST6,ENSG00000175315
LYVE1,ENSG00000133800
SPATA6,ENSG00000132122
C9orf24,ENSG00000164972
ADAM28,ENSG00000042980
PRR18,ENSG00000176381
AREG,ENSG00000109321
DAPP1,ENSG00000070190
G0S2,ENSG00000123689
CD163,ENSG00000177575
TNFSF8,ENSG00000106952
ECSCR,ENSG00000249751
VNN2,ENSG00000112303
FPR3,ENSG00000187474
KRT81,ENSG00000205426
DLC1,ENSG00000164741
ITGA4,ENSG00000115232
ABI3,ENSG00000108798
TNNI2,ENSG00000130598
FBLN2,ENSG00000163520
ZFP57,ENSG00000204644
ANPEP,ENSG00000166825
SPAG4,ENSG00000061656
TREM1,ENSG00000124731
HLA-DMB,ENSG00000226264
RYR3,ENSG00000198838
PI3,ENSG00000124102
ITGA9,ENSG00000144668
PIK3R5,ENSG00000141506
NPNT,ENSG00000168743
GTSF1,ENSG00000170627
OTOR,ENSG00000125879
CRIP1,ENSG00000213145
APOBEC3F,ENSG00000128394
NKX6-2,ENSG00000148826
CD48,ENSG00000117091
NPTX2,ENSG00000106236
STEAP1B,ENSG00000105889
ANKRD22,ENSG00000152766
FCGR3B,ENSG00000162747
CACNA2D4,ENSG00000151062
SERPINA1,ENSG00000197249
NCF4,ENSG00000100365
HLA-DOB,ENSG00000239457
ST18,ENSG00000147488
TNIP3,ENSG00000050730
GPAT3,ENSG00000138678
WNT2,ENSG00000105989
TAL1,ENSG00000162367
FOXP3,ENSG00000049768
HGF,ENSG00000019991
COL5A1,ENSG00000130635
UNC5C,ENSG00000182168
TMEM71,ENSG00000165071
STC1,ENSG00000159167
ASCL2,ENSG00000183734
RBP7,ENSG00000162444
PLCG2,ENSG00000197943
KDM5D,ENSG00000012817
MCTP1,ENSG00000175471
IL1RN,ENSG00000136689
CYTIP,ENSG00000115165
DENND1C,ENSG00000205744
EPHB6,ENSG00000106123
TMEM132E,ENSG00000181291
GPR84,ENSG00000139572
GNLY,ENSG00000115523
CFH,ENSG00000000971
PTPRC,ENSG00000081237
CST7,ENSG00000077984
ARHGAP9,ENSG00000123329
CAPS,ENSG00000105519
PTCRA,ENSG00000171611
FHAD1,ENSG00000142621
HLA-DQB2,ENSG00000196610
CLEC4E,ENSG00000166523
SFRP1,ENSG00000104332
ENPP2,ENSG00000136960
PPFIA2,ENSG00000139220
GPR171,ENSG00000174946
AKR1C3,ENSG00000196139
MYO1G,ENSG00000136286
CLDN1,ENSG00000163347
USP9Y,ENSG00000114374
TIMM10B,ENSG00000132286
SYNPO2,ENSG00000172403
LY86,ENSG00000112799
RP11-480C22.1,ENSG00000273409
HAS1,ENSG00000105509
RAP1GAP2,ENSG00000132359
GJB2,ENSG00000165474
APOBEC3G,ENSG00000239713
CHRNA1,ENSG00000138435
EBI3,ENSG00000105246
RUNX3,ENSG00000020633
RIPK3,ENSG00000129465
ATP2A3,ENSG00000074370
CD28,ENSG00000178562
MS4A4A,ENSG00000110079
SLIT2,ENSG00000145147
S1PR4,ENSG00000125910
CCL8,ENSG00000108700
CD248,ENSG00000174807
ZNF831,ENSG00000124203
TFEC,ENSG00000105967
GAPT,ENSG00000175857
SGMS2,ENSG00000164023
OLFML2A,ENSG00000185585
CCL28,ENSG00000151882
SCN7A,ENSG00000136546
PPP1R16B,ENSG00000101445
OAS2,ENSG00000111335
SIGLEC7,ENSG00000168995
SAMSN1,ENSG00000155307
GIMAP4,ENSG00000133574
CDH19,ENSG00000071991
CD86,ENSG00000114013
TRDC,ENSG00000211829
IL18R1,ENSG00000115604
CD3E,ENSG00000198851
PDE1A,ENSG00000115252
CAMK4,ENSG00000152495
TRH,ENSG00000170893
IRF4,ENSG00000137265
ICOS,ENSG00000163600
DSC2,ENSG00000134755
AIF1,ENSG00000204472
JAK3,ENSG00000105639
LINC00861,ENSG00000245164
MCEMP1,ENSG00000183019
MNDA,ENSG00000163563
CCR5,ENSG00000160791
PLEK,ENSG00000115956
IL21R,ENSG00000103522
MIR222HG,ENSG00000270069
HOXB-AS1,ENSG00000230148
GIMAP7,ENSG00000179144
IL18,ENSG00000150782
HCK,ENSG00000101336
SLAMF8,ENSG00000158714
CD3D,ENSG00000167286
RNASE3,ENSG00000169397
CBR1,ENSG00000159228
SERPINB1,ENSG00000021355
CX3CR1,ENSG00000168329
PRF1,ENSG00000180644
SAMD3,ENSG00000164483
LINC01480,ENSG00000270164
NRROS,ENSG00000174004
LILRA5,ENSG00000187116
TNF,ENSG00000204490
ALDH1A1,ENSG00000165092
CXCR6,ENSG00000172215
ADCY4,ENSG00000129467
MOXD1,ENSG00000079931
AMIGO2,ENSG00000139211
SLAMF7,ENSG00000026751
PCED1B,ENSG00000179715
MRC1,ENSG00000260314
CXCL5,ENSG00000163735
SPNS3,ENSG00000182557
TRAT1,ENSG00000163519
SNX20,ENSG00000167208
ADRB2,ENSG00000169252
CD1D,ENSG00000158473
CLECL1,ENSG00000184293
HHIP,ENSG00000164161
STK26,ENSG00000134602
LILRB2,ENSG00000131042
TNFAIP8L2,ENSG00000163154
CLEC5A,ENSG00000258227
QPCT,ENSG00000115828
GABRB1,ENSG00000163288
ITGA1,ENSG00000213949
NNAT,ENSG00000053438
GPR183,ENSG00000169508
TMEM176A,ENSG00000002933
RP11-552D4.1,ENSG00000228058
OASL,ENSG00000135114
CD96,ENSG00000153283
FCGR1B,ENSG00000198019
NKG7,ENSG00000105374
IL2RG,ENSG00000147168
ATP8B4,ENSG00000104043
CD300LF,ENSG00000186074
SERPINB2,ENSG00000197632
CHRDL2,ENSG00000054938
ENPEP,ENSG00000138792
IL10RA,ENSG00000110324
DEFB1,ENSG00000164825
CD300A,ENSG00000167851
CD7,ENSG00000173762
SKAP1,ENSG00000141293
NOD2,ENSG00000167207
LINC00528,ENSG00000269220
CCR2,ENSG00000121807
CLDN7,ENSG00000181885
UBD,ENSG00000206468
TNFAIP6,ENSG00000123610
MMP9,ENSG00000100985
IL2RB,ENSG00000100385
ACTG2,ENSG00000163017
KCNJ15,ENSG00000157551
FAS,ENSG00000026103
TREML1,ENSG00000161911
TRGV5,ENSG00000211697
MARCO,ENSG00000019169
KMO,ENSG00000117009
HLA-DQA1,ENSG00000196735
PLD4,ENSG00000166428
PLA2G2A,ENSG00000188257
CD8B,ENSG00000172116
CMKLR1,ENSG00000174600
MSC,ENSG00000178860
BTBD11,ENSG00000151136
NR2F2,ENSG00000185551
GIMAP6,ENSG00000133561
SIGLEC8,ENSG00000105366
DOK2,ENSG00000147443
SFRP4,ENSG00000106483
FCER1A,ENSG00000179639
TSPAN32,ENSG00000064201
COL3A1,ENSG00000168542
MYO1D,ENSG00000176658
IRF8,ENSG00000140968
PTPN22,ENSG00000134242
CEACAM21,ENSG00000007129
PARVG,ENSG00000138964
DCC,ENSG00000187323
FES,ENSG00000182511
GNA15,ENSG00000060558
DMD,ENSG00000198947
GZMH,ENSG00000100450
TBC1D10C,ENSG00000175463
GPR65,ENSG00000140030
SLAMF9,ENSG00000162723
HLA-DQA2,ENSG00000206301
MCTP2,ENSG00000140563
SH3TC1,ENSG00000125089
MS4A6A,ENSG00000110077
RNASE2,ENSG00000169385
CASP1,ENSG00000137752
CLDN10,ENSG00000134873
GIMAP8,ENSG00000171115
SUSD3,ENSG00000157303
SH2D2A,ENSG00000027869
TSLP,ENSG00000145777
VTRNA2-1,ENSG00000270123
TBX21,ENSG00000073861
ADGRG5,ENSG00000159618
CSF1R,ENSG00000182578
ADAMDEC1,ENSG00000134028
FCGR2B,ENSG00000072694
IPCEF1,ENSG00000074706
CXCR3,ENSG00000186810
APBB1IP,ENSG00000077420
HOXB2,ENSG00000173917
C3AR1,ENSG00000171860
C19orf38,ENSG00000214212
TNFRSF18,ENSG00000186891
CD40LG,ENSG00000102245
LILRA1,ENSG00000104974
RYR1,ENSG00000196218
ITGAX,ENSG00000140678
HHEX,ENSG00000152804
LYL1,ENSG00000104903
SCN9A,ENSG00000169432
S100A8,ENSG00000143546
LAMC3,ENSG00000050555
CLEC10A,ENSG00000132514
IGFBP1,ENSG00000146678
LRRC32,ENSG00000137507
SPINT2,ENSG00000167642
CYP27A1,ENSG00000135929
NLRP2,ENSG00000022556
PDPN,ENSG00000162493
MATK,ENSG00000007264
LPAR1,ENSG00000198121
PDGFD,ENSG00000170962
TCHH,ENSG00000159450
CSTA,ENSG00000121552
CYBB,ENSG00000165168
GBP5,ENSG00000154451
SENCR,ENSG00000254703
FCGR1A,ENSG00000150337
GYG2,ENSG00000056998
HPSE,ENSG00000173083
IL2RA,ENSG00000134460
VNN1,ENSG00000112299
COBL,ENSG00000106078
DHRS9,ENSG00000073737
MSLN,ENSG00000102854
TRBC2,ENSG00000211772
MDFIC,ENSG00000135272
HENMT1,ENSG00000162639
ZAP70,ENSG00000115085
FCGR3A,ENSG00000203747
LDB3,ENSG00000122367
CD207,ENSG00000116031
ADIRF,ENSG00000148671
SEMA3F,ENSG00000001617
LRP2,ENSG00000081479
SMOC2,ENSG00000112562
NPTX1,ENSG00000171246
MATN3,ENSG00000132031
PTH1R,ENSG00000160801
CD22,ENSG00000012124
NKAIN2,ENSG00000188580
KISS1R,ENSG00000116014
PDIA2,ENSG00000185615
SLC6A15,ENSG00000072041
CHST8,ENSG00000124302
TRG-AS1,ENSG00000281103
PALM2,ENSG00000243444
GAD2,ENSG00000136750
RGPD2,ENSG00000185304
IGF2,ENSG00000167244
IGSF9,ENSG00000085552
MXRA5,ENSG00000101825
KRT18,ENSG00000111057
HPN,ENSG00000105707
PNMA3,ENSG00000183837
SLC5A11,ENSG00000158865
CLVS2,ENSG00000146352
PLAC9,ENSG00000189129
CA10,ENSG00000154975
IQCA1,ENSG00000132321
PLCH2,ENSG00000149527
NRG1,ENSG00000157168
TSPAN19,ENSG00000231738
AK5,ENSG00000154027
TMEM125,ENSG00000179178
KCNE5,ENSG00000176076
PEX5L,ENSG00000114757
DACH1,ENSG00000276644
HSPB3,ENSG00000169271
ACAN,ENSG00000157766
NEFM,ENSG00000104722
CPNE7,ENSG00000178773
KLRC4,ENSG00000183542
VAT1L,ENSG00000171724
ADRA2A,ENSG00000150594
GPR62,ENSG00000180929
TMEM235,ENSG00000204278
LUM,ENSG00000139329
BTLA,ENSG00000186265
SLC17A6,ENSG00000091664
FOLH1,ENSG00000086205
TINAGL1,ENSG00000142910
SLC38A11,ENSG00000169507
HPN-AS1,ENSG00000227392
SHISA6,ENSG00000188803
SPEF2,ENSG00000152582
CAMKV,ENSG00000164076
ACTRT3,ENSG00000184378
CTHRC1,ENSG00000164932
PRSS35,ENSG00000146250
KIT,ENSG00000157404
FXYD7,ENSG00000221946
PTPRH,ENSG00000080031
SOX17,ENSG00000164736
TMEM204,ENSG00000131634
CLEC14A,ENSG00000176435
PRKCQ,ENSG00000065675
BOK,ENSG00000176720
CNNM1,ENSG00000119946
UGT8,ENSG00000174607
CHRM5,ENSG00000184984
PPP2R2C,ENSG00000074211
ADARB2,ENSG00000185736
FA2H,ENSG00000103089
LY6H,ENSG00000176956
PRTN3,ENSG00000196415
PCDH20,ENSG00000280165
MYOZ2,ENSG00000172399
SSUH2,ENSG00000125046
EDIL3,ENSG00000164176
EDN3,ENSG00000124205
LINC00320,ENSG00000224924
ANO4,ENSG00000151572
SH3TC2,ENSG00000169247
STXBP6,ENSG00000168952
RALYL,ENSG00000184672
GRM3,ENSG00000198822
PDYN,ENSG00000101327
TMEM200A,ENSG00000164484
GABRD,ENSG00000187730
SPOCK3,ENSG00000196104
DES,ENSG00000175084
NODAL,ENSG00000156574
DMBX1,ENSG00000197587
KLK6,ENSG00000167755
KRT5,ENSG00000186081
KIF19,ENSG00000196169
BTBD17,ENSG00000204347
MIR7-3HG,ENSG00000176840
ADCYAP1,ENSG00000141433
MEGF6,ENSG00000162591
BHLHE22,ENSG00000180828
PLVAP,ENSG00000130300
KCNK1,ENSG00000135750
GPIHBP1,ENSG00000277494
COL11A1,ENSG00000060718
MAG,ENSG00000105695
PDCD1,ENSG00000188389
FCRLA,ENSG00000132185
EGR4,ENSG00000135625
COL12A1,ENSG00000111799
HMCN1,ENSG00000143341
WNT10B,ENSG00000169884
IL1RL1,ENSG00000115602
NTSR2,ENSG00000169006
ANXA3,ENSG00000138772
VSTM1,ENSG00000189068
MYCT1,ENSG00000120279
TFCP2L1,ENSG00000115112
C1orf115,ENSG00000162817
ABCA6,ENSG00000154262
CDKL2,ENSG00000138769
HCG22,ENSG00000225629
GPAT2,ENSG00000186281
VWA3B,ENSG00000168658
PRSS3,ENSG00000010438
CCDC141,ENSG00000163492
ACY3,ENSG00000132744
ZNF812P,ENSG00000224689
CA4,ENSG00000167434
LGALS2,ENSG00000100079
CMTM2,ENSG00000140932
P2RY14,ENSG00000174944
CLIC5,ENSG00000112782
FAM183A,ENSG00000186973
LINC01445,ENSG00000231427
HS3ST2,ENSG00000122254
RAB38,ENSG00000123892
CBFA2T3,ENSG00000129993
DSP,ENSG00000096696
MMRN1,ENSG00000138722
CXCL9,ENSG00000138755
CD79B,ENSG00000007312
SLC52A3,ENSG00000101276
ASPN,ENSG00000106819
C6orf15,ENSG00000204542
AHSP,ENSG00000169877
HBB,ENSG00000244734
TMEM233,ENSG00000224982
TEKT1,ENSG00000167858
DTHD1,ENSG00000197057
RP11-212I21.4,ENSG00000261997
SH2D1A,ENSG00000183918
OPALIN,ENSG00000197430
PLCXD3,ENSG00000182836
AP000439.1,ENSG00000255980
C7,ENSG00000112936
SCGB3A1,ENSG00000161055
SIGLEC11,ENSG00000161640
LYPD3,ENSG00000124466
TFPI2,ENSG00000105825
SIRPB2,ENSG00000196209
ARHGAP36,ENSG00000147256
GJB6,ENSG00000121742
COX6A2,ENSG00000156885
DLEU7,ENSG00000186047
CRHBP,ENSG00000145708
RP11-47L3.1,ENSG00000267364
GP1BA,ENSG00000185245
ALDH1A3,ENSG00000184254
OGN,ENSG00000106809
APOC2,ENSG00000234906
RBP4,ENSG00000138207
LILRA4,ENSG00000239961
LTA,ENSG00000173503
FFAR4,ENSG00000186188
SYDE2,ENSG00000097096
XIRP1,ENSG00000168334
PENK,ENSG00000181195
HMSD,ENSG00000221887
SST,ENSG00000157005
WIF1,ENSG00000156076
CXCR2,ENSG00000180871
WNT16,ENSG00000002745
SFRP2,ENSG00000145423
SPINK2,ENSG00000128040
GABRA2,ENSG00000151834
IGKC,ENSG00000211592
NPPB,ENSG00000120937
CCL23,ENSG00000274736
